isic_code,isic_description,section_code,section_description,division_code,division_description,group_code,group_description,class_code,class_description,primary_method_1,primary_method_2,supporting_method_1,supporting_method_2,sensitivity_method,valuation_rationale,us_stocks,br_stocks
6612,Security and commodity contracts brokerage,,,66,Activities auxiliary to financial service and insurance activities,661,"Activities auxiliary to financial services, except insurance and pension funding",6612,Security and commodity contracts brokerage,RIM,CCA,DDM,PTA,DCF / rDCF,"Financial institutions often valued using income-based methods like RIM and DDM, complemented by market multiples (CCA) and sensitivity to DCF.","SCHW,IBKR,RJF","XPBR31,BPAC11,MODL11"
6619,"Other activities auxiliary to financial service activities, except insurance and pension funding",,,66,Activities auxiliary to financial service and insurance activities,661,"Activities auxiliary to financial services, except insurance and pension funding",6619,"Other activities auxiliary to financial service activities, except insurance and pension funding",RIM,CCA,DDM,PTA,DCF / rDCF,"Financial institutions often valued using income-based methods like RIM and DDM, complemented by market multiples (CCA) and sensitivity to DCF.","MCO,SPGI,FDS","BRBI11,BPAC11,B3SA3"
6621,Risk and damage evaluation,,,66,Activities auxiliary to financial service and insurance activities,662,Activities auxiliary to insurance and pension funding,6621,Risk and damage evaluation,RIM,CCA,DDM,PTA,DCF / rDCF,"Financial institutions often valued using income-based methods like RIM and DDM, complemented by market multiples (CCA) and sensitivity to DCF.","AON,AJG,MMC","BBSE3,CXSE3,PSSA3"
6622,Activities of insurance agents and brokers,,,66,Activities auxiliary to financial service and insurance activities,662,Activities auxiliary to insurance and pension funding,6622,Activities of insurance agents and brokers,RIM,CCA,DDM,PTA,DCF / rDCF,"Financial institutions often valued using income-based methods like RIM and DDM, complemented by market multiples (CCA) and sensitivity to DCF.","MMC,AON,AJG","WIZC3,BBSE3,CXSE3"
6629,Other activities auxiliary to insurance and pension funding,,,66,Activities auxiliary to financial service and insurance activities,662,Activities auxiliary to insurance and pension funding,6629,Other activities auxiliary to insurance and pension funding,RIM,CCA,DDM,PTA,DCF / rDCF,"Financial institutions often valued using income-based methods like RIM and DDM, complemented by market multiples (CCA) and sensitivity to DCF.","AJG,BRO,WTW","BBSE3,CXSE3,WIZC3"
6630,Fund management activities,,,66,Activities auxiliary to financial service and insurance activities,663,Fund management activities,6630,Fund management activities,RIM,CCA,DDM,PTA,DCF / rDCF,"Financial institutions often valued using income-based methods like RIM and DDM, complemented by market multiples (CCA) and sensitivity to DCF.","BLK,TROW,BEN","BPAC11,XPBR31,BTGP11"
6810,Real estate activities with own or leased property,,,68,Real estate activities,681,Real estate activities with own or leased property,6810,Real estate activities with own or leased property,NAV / EV-DACF,CCA,DCF / rDCF,PTA,DDM,"Real estate is valued by asset-based methods (NAV/EV-DACF) and market multiples (CCA). DCF and PTA offer cash flow and asset-based views, with DDM for dividend-paying properties.","PSA,EXR,CUBE","ALOS3,IGTI11,MULT3"
6821,Intermediation service activities for real estate,,,68,Real estate activities,682,Real estate activities on a fee or contract basis,6821,Intermediation service activities for real estate,NAV / EV-DACF,CCA,DCF / rDCF,PTA,DDM,"Real estate is valued by asset-based methods (NAV/EV-DACF) and market multiples (CCA). DCF and PTA offer cash flow and asset-based views, with DDM for dividend-paying properties.","CBRE,JLL,CIGI","LPSB3,ALOS3,SYNE3"
6829,Other real estate activities on a fee or contract basis,,,68,Real estate activities,682,Real estate activities on a fee or contract basis,6829,Other real estate activities on a fee or contract basis,NAV / EV-DACF,CCA,DCF / rDCF,PTA,DDM,"Real estate is valued by asset-based methods (NAV/EV-DACF) and market multiples (CCA). DCF and PTA offer cash flow and asset-based views, with DDM for dividend-paying properties.","CBRE,JLL,CWK","ALOS3,IGTI11,LOGG3"
6910,Legal activities,,,69,Legal and accounting activities,691,Legal activities,6910,Legal activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","LAZ,EQIX,KNSL","TOTS3,LWSA3,RENT3"
6920,"Accounting, bookkeeping and auditing activities; tax consultancy",,,69,Legal and accounting activities,692,"Accounting, bookkeeping and auditing activities; tax consultancy",6920,"Accounting, bookkeeping and auditing activities; tax consultancy",DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","HRB,PAYX,ADP","PWC3,BBDC4,ITUB4"
7010,Activities of head offices,,,70,Activities of head offices; management consultancy activities,701,Activities of head offices,7010,Activities of head offices,SOTP,CCA,DCF / rDCF,PTA,Real Options,"Conglomerates are best valued using Sum-of-the-Parts (SOTP) and market multiples (CCA). DCF and PTA provide fundamental views, with Real Options for strategic flexibility.","GE,DHR,HON","ITSA4,BBAS3,BRSR6"
7020,Business and other management consultancy activities,,,70,Activities of head offices; management consultancy activities,702,Business and other management consultancy activities,7020,Business and other management consultancy activities,SOTP,CCA,DCF / rDCF,PTA,Real Options,"Conglomerates are best valued using Sum-of-the-Parts (SOTP) and market multiples (CCA). DCF and PTA provide fundamental views, with Real Options for strategic flexibility.","FCN,BAH,KBR","STBP3,PSSA3,BBAS3"
7110,"Architectural and engineering, and related technical consultancy activities",,,71,Architectural and engineering activities; technical testing and analysis,711,"Architectural and engineering, and related technical consultancy activities",7110,"Architectural and engineering, and related technical consultancy activities",DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","AECOM,TME,J","TOTS3,GGPS3,SBFG3"
7120,Technical testing and analysis,,,71,Architectural and engineering activities; technical testing and analysis,712,Technical testing and analysis,7120,Technical testing and analysis,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","TMO,KEYS,STC","AALR3,QUAL3,PARD3"
7210,Research and experimental development on natural sciences and engineering,,,72,Scientific research and development,721,Research and experimental development on natural sciences and engineering,7210,Research and experimental development on natural sciences and engineering,CCA,Real Options,DCF / rDCF,PTA,Rule of 40,"Early-stage innovation relies on Real Options for future potential and CCA for comparable ventures. DCF and PTA offer fundamental views, with Rule of 40 for growth efficiency.","VRTX,CRSP,NTLA","BLAU3,BIOM3,AALR3"
7220,Research and experimental development on social sciences and humanities,,,72,Scientific research and development,722,Research and experimental development on social sciences and humanities,7220,Research and experimental development on social sciences and humanities,CCA,Real Options,DCF / rDCF,PTA,Rule of 40,"Early-stage innovation relies on Real Options for future potential and CCA for comparable ventures. DCF and PTA offer fundamental views, with Rule of 40 for growth efficiency.","EVLV,PLTR,BBAI","LWSA3,TOTS3,POSI3"
7310,Advertising activities,,,73,"Activities of advertising, market research and public relations",731,Advertising activities,7310,Advertising activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","OMC,WPP,PUBGY","VULC3,VIVA3,ALPA3"
7320,Market research and public opinion polling activities,,,73,"Activities of advertising, market research and public relations",732,Market research and public opinion polling activities,7320,Market research and public opinion polling activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","NLSN,GART,IQV","IQVIA34,BRML3,ALSO3"
7330,Public relations activities,,,73,"Activities of advertising, market research and public relations",733,Public relations activities,7330,Public relations activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","OMC,WPP,PUBGY","CASH3,ENJU3,DOTZ3"
7410,Specialized design activities,,,74,"Other professional, scientific and technical activities",741,Specialized design activities,7410,Specialized design activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","ADSK,JLL,VRT","LPSB3,MELK3,MTRE3"
7420,Photographic activities,,,74,"Other professional, scientific and technical activities",742,Photographic activities,7420,Photographic activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","SSTK,GETY,KODK","RENT3,TOTS3,LWSA3"
7430,Translation and interpretation activities,,,74,"Other professional, scientific and technical activities",743,Translation and interpretation activities,7430,Translation and interpretation activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","COUR,CTLT,KLIC","STBP3,WIZC3,PSSA3"
7491,Patent brokering and marketing service activities,,,74,"Other professional, scientific and technical activities",749,"Other professional, scientific and technical activities n.e.c.",7491,Patent brokering and marketing service activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","MARA,RPX,XPER","CTGP3,VIVER3,PDGR3"
7499,"All other professional, scientific and technical activities n.e.c.",,,74,"Other professional, scientific and technical activities",749,"Other professional, scientific and technical activities n.e.c.",7499,"All other professional, scientific and technical activities n.e.c.",DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","JLL,CBRE,CWK","CSAN3,LOGG3,TGMA3"
7500,Veterinary activities,,,75,Veterinary activities,750,Veterinary activities,7500,Veterinary activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","IDXX,ZTS,WOOF","AUAU3,RDOR3,HAPV3"
7710,Rental and leasing of motor vehicles,,,77,Rental and leasing activities,771,Rental and leasing of motor vehicles,7710,Rental and leasing of motor vehicles,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","CAR,HTZ,UHAL","RENT3,MOVI3,VAMO3"
7721,Rental and leasing of recreational and sports goods,,,77,Rental and leasing activities,772,Rental and leasing of personal and household goods,7721,Rental and leasing of recreational and sports goods,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","MAT,HAS,FUN","SMFT3,RENT3,MOVI3"
7729,Rental and leasing of other personal and household goods,,,77,Rental and leasing activities,772,Rental and leasing of personal and household goods,7729,Rental and leasing of other personal and household goods,DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","URI,HRI,RENT","RENT3,MOVI3,VAMO3"
7730,"Rental and leasing of other machinery, equipment and tangible goods",,,77,Rental and leasing activities,773,"Rental and leasing of other machinery, equipment and tangible goods",7730,"Rental and leasing of other machinery, equipment and tangible goods",DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","URI,HRI,PCG","ARML3,VAMO3,JSLG3"
7740,"Leasing of intellectual property and similar products, except copyrighted works",,,77,Rental and leasing activities,774,"Leasing of intellectual property and similar products, except copyrighted works",7740,"Leasing of intellectual property and similar products, except copyrighted works",DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","MSFT,GOOGL,META","BBAS3,ITSA4,BRAP4"
7751,"Intermediation service activities for rental and leasing of cars, motorhomes and trailers",,,77,Rental and leasing activities,775,Intermediation service activities for rental and leasing of tangible goods and non-financial intangible assets,7751,"Intermediation service activities for rental and leasing of cars, motorhomes and trailers",DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","CAR,HTZ,EXPE","RENT3,MOVI3,CVCB3"
7752,Intermediation service activities for rental and leasing of other tangible goods and non-financial intangible assets,,,77,Rental and leasing activities,775,Intermediation service activities for rental and leasing of tangible goods and non-financial intangible assets,7752,Intermediation service activities for rental and leasing of other tangible goods and non-financial intangible assets,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","URI,HRI,TEX","ARML3,MLAS3,DOTZ3"
7810,Activities of employment placement agencies,,,78,Employment activities,781,Activities of employment placement agencies,7810,Activities of employment placement agencies,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","KFY,MAN,RHI","VIVT3,RENT3,LREN3"
7820,Temporary employment agency activities and other human resource provisions,,,78,Employment activities,782,Temporary employment agency activities and other human resource provisions,7820,Temporary employment agency activities and other human resource provisions,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","RHI,KFRC,KFY","TOTS3,CASH3,LWSA3"
7911,Travel agency activities,,,79,"Travel agency, tour operator, and other travel related activities",791,Travel agency and tour operator activities,7911,Travel agency activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","EXPE,BKNG,TRIP","CVCB3,AZUL4,GOLL4"
7912,Tour operator activities,,,79,"Travel agency, tour operator, and other travel related activities",791,Travel agency and tour operator activities,7912,Tour operator activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","EXPE,BKNG,TRIP","AZUL4,GOLL4,CVCB3"
7990,Other travel related activities,,,79,"Travel agency, tour operator, and other travel related activities",799,Other travel related activities,7990,Other travel related activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","BKNG,EXPE,TRIP","CVCB3,AZUL4,RENT3"
8011,Investigation and private security activities,,,80,Investigation and security activities,801,Investigation and security activities,8011,Investigation and private security activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","BCO,GEO,CXW","SEQL3,TASY3,TKNO4"
8019,Security activities n.e.c.,,,80,Investigation and security activities,801,Investigation and security activities,8019,Security activities n.e.c.,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","BKI,GEO,CXW","GRPA3,SEQL3,VVRE3"
8110,Combined facilities support activities,,,81,Services to buildings and landscape activities,811,Combined facilities support activities,8110,Combined facilities support activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","ABM,CBRE,JLL","GGPS3,SBSP3,VIVT3"
8121,General cleaning of buildings,,,81,Services to buildings and landscape activities,812,Cleaning activities,8121,General cleaning of buildings,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","ABM,EFS,HCSG","ABCB4,BEES3,ITUB4"
8129,Other cleaning activities,,,81,Services to buildings and landscape activities,812,Cleaning activities,8129,Other cleaning activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","ABM,CBRE,JLL","BOMBR1,DIRR3,LAVV3"
8130,Landscape service activities,,,81,Services to buildings and landscape activities,813,Landscape service activities,8130,Landscape service activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","SITE,STAG,BOWL","RENT3,MOVI3,ALOS3"
8210,Office administrative and support activities,,,82,"Office administrative, office support and other business support activities",821,Office administrative and support activities,8210,Office administrative and support activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","ABM,PAYX,VRTU","TOTS3,LWSA3,INTB3"
8220,Activities of call centres,,,82,"Office administrative, office support and other business support activities",822,Activities of call centres,8220,Activities of call centres,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","TTEC,CNXC,SITM","TELP3,VIVT3,TIMS3"
8230,Organization of conventions and trade shows,,,82,"Office administrative, office support and other business support activities",823,Organization of conventions and trade shows,8230,Organization of conventions and trade shows,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","LYV,MSGS,FWONK","GLMT3,VIVA3,RENT3"
8240,"Intermediation service activities for business support activities n.e.c., except financial intermediation",,,82,"Office administrative, office support and other business support activities",824,"Intermediation service activities for business support activities n.e.c., except financial intermediation",8240,"Intermediation service activities for business support activities n.e.c., except financial intermediation",DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","RHI,KFY,MAN","VIVA3,ALOS3,IGTI3"
8291,Activities of collection agencies and credit bureaus,,,82,"Office administrative, office support and other business support activities",829,Business support service activities n.e.c.,8291,Activities of collection agencies and credit bureaus,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","EFX,TRU,FICO","BOAS3,CSNA3,VAMO3"
8292,Packaging activities,,,82,"Office administrative, office support and other business support activities",829,Business support service activities n.e.c.,8292,Packaging activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","CCK,SEE,SON","KLBN11,SUZB3,RANI3"
8299,Other business support service activities n.e.c.,,,82,"Office administrative, office support and other business support activities",829,Business support service activities n.e.c.,8299,Other business support service activities n.e.c.,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","KBR,VSEC,ASGN","WIZC3,ALOS3,CSAB3"
8411,General public administration activities,,,84,Public administration and defence; compulsory social security,841,"Administration of the State and the economic, social and environmental policies of the community",8411,General public administration activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","BAH,LDOS,SAIC","ITSA4,BBAS3,SBSP3"
8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security and environment",,,84,Public administration and defence; compulsory social security,841,"Administration of the State and the economic, social and environmental policies of the community",8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security and environment",DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","UNH,CVS,ELV","ARKO3,GPIV33,GOLL4"
8413,Regulation of the activities of providing environmental services,,,84,Public administration and defence; compulsory social security,841,"Administration of the State and the economic, social and environmental policies of the community",8413,Regulation of the activities of providing environmental services,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","ACM,MEG,TTEK","AMBP3,CSAN3,SIMH3"
8414,Regulation of and contribution to more efficient operation of businesses,,,84,Public administration and defence; compulsory social security,841,"Administration of the State and the economic, social and environmental policies of the community",8414,Regulation of and contribution to more efficient operation of businesses,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","ACM,TETRA,BAH","ITSA4,BBAS3,SBSP3"
8421,Foreign affairs,,,84,Public administration and defence; compulsory social security,842,Provision of services to the community as a whole,8421,Foreign affairs,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","VEC,LDOS,SAIC","ITSA4,BBAS3,SBSP3"
8422,Defence activities,,,84,Public administration and defence; compulsory social security,842,Provision of services to the community as a whole,8422,Defence activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","LMT,GD,NOC","TASA4,EMBR3,WEGE3"
8423,Public order and safety activities,,,84,Public administration and defence; compulsory social security,842,Provision of services to the community as a whole,8423,Public order and safety activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","AXON,MSFT,IBM","PRQT3,SEQL3,TOTS3"
8430,Compulsory social security activities,,,84,Public administration and defence; compulsory social security,843,Compulsory social security activities,8430,Compulsory social security activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","MET,PRU,AFL","BBAS3,SANB3,ITUB3"
8510,Pre-primary education,,,85,Education,851,Pre-primary education,8510,Pre-primary education,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","BFAM,LRN,CHGG","COGN3,YDUQ3,CSED3"
8520,Primary education,,,85,Education,852,Primary education,8520,Primary education,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","LINC,LRN,UTI","ANIM3,YDUQ3,COGN3"
8531,General secondary education,,,85,Education,853,Secondary and post-secondary non-tertiary education,8531,General secondary education,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","LRN,PRDO,STRA","COGN3,YDUQ3,ANIM3"
8532,Vocational secondary education,,,85,Education,853,Secondary and post-secondary non-tertiary education,8532,Vocational secondary education,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","CHGG,STRA,PRDO","YDUQ3,COGN3,ANIM3"
8533,Post-secondary non-tertiary education,,,85,Education,853,Secondary and post-secondary non-tertiary education,8533,Post-secondary non-tertiary education,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","LOPE,STRA,PRDO","YDUQ3,ANIM3,COGN3"
8540,Tertiary education,,,85,Education,854,Tertiary education,8540,Tertiary education,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","STRA,CHGG,COUR","YDUQ3,ANIM3,CSED3"
8551,Sports and recreation education,,,85,Education,855,Other education,8551,Sports and recreation education,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","WW,PIH,GOLF","COGN3,YDUQ3,ANIM3"
8552,Cultural education,,,85,Education,855,Other education,8552,Cultural education,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","CHGG,LRN,COUR","COGN3,YDUQ3,ANIM3"
8553,Driving school activities,,,85,Education,855,Other education,8553,Driving school activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","LINC,LRN,LAUR","COGN3,YDUQ3,SEER3"
8559,Other education n.e.c.,,,85,Education,855,Other education,8559,Other education n.e.c.,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","CHGG,COUR,NRDY","YDUQ3,ANIM3,COGN3"
8561,Intermediation service activities for courses and tutors,,,85,Education,856,Educational support activities,8561,Intermediation service activities for courses and tutors,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","CHGG,COUR,UDMY","COGN3,YDUQ3,SEER3"
8569,Other educational support activities,,,85,Education,856,Educational support activities,8569,Other educational support activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","CHGG,LRN,COUR","YDUQ3,ANIM3,COGN3"
8610,Hospital activities,,,86,Human health activities,861,Hospital activities,8610,Hospital activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","HCA,THC,UHS","RDOR3,HAPV3,MATD3"
8620,Medical and dental practice activities,,,86,Human health activities,862,Medical and dental practice activities,8620,Medical and dental practice activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","HCA,THC,UHS","FLRY3,PARD3,HAPV3"
8691,"Intermediation service activities for medical, dental, and other human health services",,,86,Human health activities,869,Other human health activities,8691,"Intermediation service activities for medical, dental, and other human health services",DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","AMN,DOC,HQY","HAPV3,QUAL3,RDOR3"
8699,Other human health activities n.e.c,,,86,Human health activities,869,Other human health activities,8699,Other human health activities n.e.c,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","UNH,ELV,HCA","FLRY3,PARD3,HAPV3"
8710,Residential nursing care activities,,,87,Residential care activities,871,Residential nursing care activities,8710,Residential nursing care activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","ENSG,THC,BHC","HAPV3,RDOR3,ODPV3"
8720,Residential care activities for persons living with or having a diagnosis of a mental illness or substance abuse,,,87,Residential care activities,872,Residential care activities for persons living with or having a diagnosis of a mental illness or substance abuse,8720,Residential care activities for persons living with or having a diagnosis of a mental illness or substance abuse,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","OPCH,ACHC,MODV","HAPV3,AALR3,ONCO3"
8730,Residential care activities for older persons or persons with physical disabilities,,,87,Residential care activities,873,Residential care activities for older persons or persons with physical disabilities,8730,Residential care activities for older persons or persons with physical disabilities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","BKD,ENSG,FVE","QUAL3,PARD3,HAPV3"
8791,Intermediation service activities for residential care activities,,,87,Residential care activities,879,Other residential care activities,8791,Intermediation service activities for residential care activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","BKD,ENSG,WELL","HAPV3,FLRY3,ODPV3"
8799,Other residential care activities n.e.c.,,,87,Residential care activities,879,Other residential care activities,8799,Other residential care activities n.e.c.,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","MODN,ENSG,ADUS","FLRY3,HAPV3,RDOR3"
8810,Social work activities without accommodation for older persons or persons with disabilities,,,88,Social work activities without accommodation,881,Social work activities without accommodation for older persons or persons with disabilities,8810,Social work activities without accommodation for older persons or persons with disabilities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","ADUS,AMED,ENSG","QUAL3,PARD3,ONCO3"
8890,Other social work activities without accommodation,,,88,Social work activities without accommodation,889,Other social work activities without accommodation,8890,Other social work activities without accommodation,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","MODV,CACC,SCI","YDUQ3,COGN3,QUAL3"
9011,Literary creation and musical composition activities,,,90,Arts creation and performing arts activities,901,Arts creation activities,9011,Literary creation and musical composition activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","WMG,LYV,LGF.A","VIVT3,TIMS3,LWSA3"
9012,Visual arts creation activities,,,90,Arts creation and performing arts activities,901,Arts creation activities,9012,Visual arts creation activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","WMG,LYV,LGF.A","AMER3,CVCB3,ANIM3"
9013,Other arts creation activities,,,90,Arts creation and performing arts activities,901,Arts creation activities,9013,Other arts creation activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","NYT,GCI,NWSA","CVCB3,YDUQ3,COGN3"
9020,Activities of performing arts,,,90,Arts creation and performing arts activities,902,Activities of performing arts,9020,Activities of performing arts,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","LYV,MSGS,SPNE","SHOW3,CVCB3,AZUL4"
9031,Operation of arts facilities and sites,,,90,Arts creation and performing arts activities,903,Support activities to arts creation and performing arts,9031,Operation of arts facilities and sites,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","LYV,MSG,MSGE","RENT3,MOVI3,ALOS3"
9039,Other support activities to arts creation and performing arts,,,90,Arts creation and performing arts activities,903,Support activities to arts creation and performing arts,9039,Other support activities to arts creation and performing arts,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","LYV,MSGS,MSGE","TEND3,PLPL3,CURY3"
9111,Library activities,,,91,"Library, archives, museum and other cultural activities",911,Library and archive activities,9111,Library activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","CLVT,EBSCO,GOOGL","B3SA3,SBSP3,ELET3"
9112,Archive activities,,,91,"Library, archives, museum and other cultural activities",911,Library and archive activities,9112,Archive activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","IRM,AACI,ARCB","B3SA3,ABEV3,VALE3"
9121,Museum and collection activities,,,91,"Library, archives, museum and other cultural activities",912,"Museum, collection, historical site and monument activities",9121,Museum and collection activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","SOT,GE,CURI","MULT3,ALOS3,IGTI3"
9122,Historical site and monument activities,,,91,"Library, archives, museum and other cultural activities",912,"Museum, collection, historical site and monument activities",9122,Historical site and monument activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","ESRT,DIS,CHDN","AHEB3,AHEB5,AHEB6"
9130,"Conservation, restoration and other support activities for cultural heritage",,,91,"Library, archives, museum and other cultural activities",913,"Conservation, restoration and other support activities for cultural heritage",9130,"Conservation, restoration and other support activities for cultural heritage",DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","SRCL,LYV,EPIX","B3SA3,SANB11,ITUB4"
9141,Botanical and zoological garden activities,,,91,"Library, archives, museum and other cultural activities",914,Botanical and zoological garden and nature reserve activities,9141,Botanical and zoological garden activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","SEAS,CENTA,EDBL","CVCB3,SMFT3,YDUQ3"
9142,Nature reserve activities,,,91,"Library, archives, museum and other cultural activities",914,Botanical and zoological garden and nature reserve activities,9142,Nature reserve activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","WY,SEAS,FUN","SMFT3,HYPE3,RADL3"
